id;birthdate;buts_e;buts_m;club;matchs_j;meilleur pied;nom;pass_d;poids;poste;prenom;salaire;taille
231;1997-01-02;0.0;0.0;158;0.0;Right;JAKUBECH;0.0;85.0;Gardien;Adam;0.020833;188.0
232;1996-11-11;0.0;1.0;158;21.0;Left;OUNAS;1.0;65.0;Milieu;Adam;0.2275;172.0
233;2000-08-31;0.0;2.0;158;36.0;Right;GOMES;7.0;56.0;Attaquant;Angel;0.059167;168.0
234;2003-01-03;0.0;1.0;158;15.0;Right;VIRGINIUS;0.0;65.0;Attaquant;Alan;0.0225;175.0
235;1999-09-21;0.0;3.0;158;21.0;Right;ALEXSANDRO;0.0;77.0;Défenseur;ALEXSANDR;0.065;192.0
236;1993-07-30;0.0;3.0;158;26.0;Right;GOMES;2.0;84.0;Milieu;André;0.563333;188.0
237;2001-01-06;0.0;3.0;158;33.0;Right;DIAKITE;0.0;74.0;Défenseur;Bafodé;0.03;185.0
238;1990-08-03;0.0;1.0;158;34.0;Right;ANDRE;1.0;76.0;Milieu;Benjamin;0.13;180.0
239;1987-07-03;41.0;0.0;158;19.0;Right;COSTIL;0.0;82.0;Gardien;Benoît;0.120833;187.0
240;1990-08-03;0.0;0.0;158;19.0;Right;BALEBA;0.0;76.0;Milieu;Carlos;0.0075;180.0
241;1999-03-31;0.0;3.0;158;22.0;Left;ZHEGROVA;4.0;66.0;Milieu;Edon;0.1;181.0
242;1999-07-16;0.0;0.0;158;0.0;Right;JOSEPH;0.0;71.0;Attaquant;Evens;0.00035;177.0
243;1999-04-29;0.0;0.0;158;18.0;Left;GUDMUNDSSON;0.0;74.0;Défenseur;Gabriel;0.033333;180.0
244;1990-01-11;0.0;2.0;158;23.0;Left;ISMAILY;2.0;82.0;Défenseur;ISMAIL;0.15;177.0
245;1990-04-09;0.0;0.0;158;12.0;Right;MARTIN;0.0;77.0;Milieu;Jonas;0.075;184.0
246;2000-01-14;0.0;24.0;158;37.0;Right;DAVID;4.0;70.0;Attaquant;Jonathan;0.14;175.0
247;1996-03-26;0.0;6.0;158;34.0;Right;BAMBA;7.0;72.0;Milieu;Jonathan;0.12;175.0
248;1983-12-22;0.0;1.0;158;31.0;Right;FONTE;0.0;81.0;Défenseur;José;0.14;191.0
249;2005-11-13;0.0;0.0;158;13.0;Right;YORO;0.0;83.0;Défenseur;Leny;0.005;190.0
250;2001-02-25;0.0;0.0;158;0.0;Right;CARNOT;0.0;73.0;Milieu;Louis;0.03;181.0
251;2001-11-06;31.0;0.0;158;32.0;Right;CHEVALIER;0.0;78.0;Gardien;Lucas;0.014167;189.0
252;1998-06-04;0.0;4.0;158;27.0;Right;BAYO;0.0;76.0;Attaquant;Mohamed;0.06;188.0
253;1990-03-08;0.0;7.0;158;32.0;Right;CABELLA;10.0;68.0;Attaquant;Rémy;0.115;172.0
254;2000-04-09;0.0;2.0;158;25.0;Right;DJALO;0.0;82.0;Défenseur;Tiago;0.0275;190.0
255;2000-02-22;0.0;0.0;158;29.0;Right;WEAH;2.0;66.0;Attaquant;Timothy;0.058333;182.0
256;2000-02-22;0.0;0.0;158;0.0;Right;NEGREL;0.0;66.0;Gardien;Tom;0.06;183.0
257;1997-01-29;0.0;1.0;158;4.0;Left;YAZICI;1.0;74.0;Milieu;Yusuf;0.088;183.0
258;1998-06-17;0.0;9.0;10;36.0;Left;NORDIN;2.0;69.0;Attaquant;Arnaud;0.0625;170.0
259;2002-09-28;0.0;0.0;10;8.0;Right;MAKOUANA;0.0;73.0;Attaquant;Beni;0.0025;181.0
260;1991-04-26;22.0;0.0;10;19.0;Left;LECOMTE;0.0;78.0;Gardien;Benjamin;0.151667;186.0
261;1996-10-21;11.0;0.0;10;5.0;Right;KAMARA;0.0;92.0;Gardien;Bingourou;0.03;196.0
262;1997-04-15;0.0;0.0;10;15.0;Right;KOUYATE;0.0;78.0;Défenseur;Boubakar;0.053333;192.0
263;1998-07-06;0.0;5.0;10;33.0;Left;MAOUASSA;5.0;73.0;Défenseur;Faitout;0.0225;170.0
264;1993-03-22;0.0;0.0;10;30.0;Right;JULLIEN;2.0;88.0;Défenseur;Christopher;0.075;196.0
265;1998-06-06;0.0;0.0;10;0.0;Right;BERTAUD;0.0;85.0;Gardien;Dimitry;0.008333;180.0
266;2002-11-23;0.0;1.0;10;21.0;Right;TCHATO;1.0;75.0;Défenseur;Enzo;0.0075;182.0
267;1995-05-01;0.0;1.0;10;34.0;Right;SACKO;3.0;68.0;Défenseur;Falaye;0.011667;179.0
268;1994-01-01;0.0;1.0;10;32.0;Left;SYLLA;1.0;75.0;Défenseur;Issiaga;0.033333;180.0
269;1992-03-12;0.0;1.0;10;34.0;Right;FERRI;2.0;73.0;Milieu;Jordan;0.12;173.0
270;2001-09-24;0.0;0.0;10;35.0;Right;CHOTARD;6.0;70.0;Milieu;Joris;0.005;179.0
271;2004-06-09;0.0;0.0;10;24.0;Right;FAYAD;2.0;61.0;Milieu;Khalil;0.01;172.0
272;2000-02-14;0.0;0.0;10;27.0;Right;LEROY;0.0;82.0;Milieu;Léo;0.021667;187.0
273;1990-02-13;0.0;1.0;10;15.0;Left;SAKHO;0.0;83.0;Défenseur;Mamadou;0.0375;187.0
274;1996-06-24;0.0;0.0;10;0.0;Right;SUAREZ;0.0;80.0;Défenseur;Mathias;0.045;182.0
275;1997-02-14;3.0;0.0;10;2.0;Right;CARVALHO;0.0;72.0;Gardien;Matis;0.001667;167.0
276;2002-05-26;0.0;0.0;10;23.0;Left;ESTEVE;0.0;87.0;Défenseur;Maxime;0.0125;193.0
277;1979-02-26;0.0;0.0;10;1.0;Right;MENDES;0.0;77.0;Défenseur;Pedro;0.045833;177.0
278;2003-01-02;0.0;19.0;10;33.0;Right;WAHI;2.0;77.0;Attaquant;Elye;0.008333;181.0
279;1998-05-31;0.0;4.0;10;26.0;Right;MAVIDIDI;1.0;71.0;Attaquant;Stephy;0.041667;182.0
280;1998-10-20;0.0;1.0;10;9.0;Left;SAINTE-LUCE;1.0;72.0;Défenseur;Théo;0.03;181.0
281;2001-02-20;0.0;0.0;10;1.0;Left;TAMAS;0.0;68.0;Défenseur;Thibault;0.020833;178.0
282;1991-12-22;0.0;12.0;10;30.0;Right;SAVANIER;4.0;69.0;Milieu;Téji;0.11;172.0
283;1990-04-17;0.0;2.0;10;31.0;Right;GERMAIN;0.0;75.0;Attaquant;Valère;0.1525;181.0
284;1991-02-08;0.0;4.0;10;27.0;Right;KHAZRI;1.0;82.0;Attaquant;Wahbi;0.25;176.0
285;1990-12-26;0.0;1.0;30;27.0;Right;RAMSEY;1.0;76.0;Milieu;Aaron;0.454167;183.0
286;2001-03-29;0.0;0.0;30;14.0;Right;BEKA BEKA;0.0;75.0;Milieu;Alexis;0.03;178.0
287;2004-05-27;0.0;0.0;30;11.0;Right;MENDY;2.0;75.0;Défenseur;Antoine;0.0075;177.0
288;2004-12-08;0.0;0.0;30;19.0;Left;BOUANANI;4.0;64.0;Milieu;Badredine;0.004167;172.0
289;2000-03-14;0.0;3.0;30;26.0;Left;BRAHIMI;1.0;73.0;Attaquant;Billal;0.011667;183.0
290;1998-12-18;0.0;0.0;30;4.0;Left;STENGS;0.0;68.0;Milieu;Calvin;0.146;187.0
291;1997-01-07;0.0;0.0;30;31.0;Right;ROSARIO;1.0;73.0;Milieu;Pablo;0.0325;188.0
292;1983-10-18;0.0;1.0;30;37.0;Left;DANTE;2.0;91.0;Défenseur;DANT;0.125;189.0
293;2006-07-22;0.0;0.0;30;0.0;Right;TRAORE;0.0;76.0;Milieu;Daouda;0.003333;186.0
294;1994-05-03;0.0;15.0;30;37.0;Left;LABORDE;3.0;78.0;Attaquant;Gaëtan;0.18;181.0
295;1999-09-23;0.0;1.0;30;27.0;Right;BOUDAOUI;2.0;61.0;Milieu;Hicham;0.024167;175.0
296;1999-09-23;0.0;0.0;30;0.0;Right;MBIANDJEU;0.0;61.0;Gardien;Jacques;0.05;175.0
297;1999-12-30;0.0;0.0;30;34.0;Right;TODIBO;0.0;88.0;Défenseur;Jean-Clair;0.098333;190.0
298;1998-09-29;0.0;0.0;30;33.0;Right;LOTOMBA;2.0;71.0;Défenseur;Jordan;0.063333;177.0
299;1993-09-17;0.0;0.0;30;6.0;Left;BRYAN;0.0;75.0;Défenseur;Joe;0.15;173.0
300;1997-10-06;0.0;0.0;30;0.0;Right;DOLBERG;0.0;82.0;Attaquant;Kasper;0.193;187.0
301;1986-11-05;35.0;0.0;30;36.0;Right;SCHMEICHEL;0.0;88.0;Gardien;Kasper;0.33;189.0
302;2001-03-26;0.0;2.0;30;35.0;Right;THURAM;4.0;81.0;Milieu;Khéphren;0.0725;192.0
303;2002-01-24;0.0;1.0;30;9.0;Left;VITI;0.0;82.0;Défenseur;Mattia;0.05;190.0
304;2000-11-06;0.0;0.0;30;33.0;Left;BARD;0.0;65.0;Défenseur;Melvin;0.016667;173.0
305;1989-11-08;0.0;0.0;30;0.0;Right;SCHNEIDERLIN;0.0;79.0;Milieu;Morgan;0.128333;186.0
306;1995-05-29;0.0;6.0;30;19.0;Left;PEPE;0.0;73.0;Attaquant;Nicolas;0.493333;183.0
307;2000-04-17;0.0;0.0;30;0.0;Right;WADE;0.0;67.0;Milieu;Paul;0.000433;179.0
308;2004-06-01;0.0;0.0;30;4.0;Right;BELAHYANE;0.0;53.0;Milieu;Reda;0.005;169.0
309;1997-11-12;0.0;0.0;30;0.0;Right;BAMBU;0.0;72.0;Défenseur;Robson;0.055;185.0
310;1993-12-05;0.0;4.0;30;27.0;Right;BARKLEY;2.0;76.0;Milieu;Ross;0.13;186.0
311;2000-06-09;0.0;2.0;30;23.0;Right;DIOP;3.0;65.0;Attaquant;Sofiane;0.085;175.0
312;2001-04-09;0.0;0.0;30;0.0;Right;BOULHENDI;0.0;77.0;Gardien;Teddy;0.001667;185.0
313;1999-05-25;0.0;18.0;30;34.0;Left;MOFFI;3.0;89.0;Attaquant;Terem;0.075;188.0
314;1999-05-25;0.0;0.0;30;0.0;Left;LOUCHET;0.0;87.0;Milieu;Tom;0.075;188.0
315;1996-05-17;0.0;1.0;30;18.0;Right;ATAL;1.0;66.0;Défenseur;Youcef;0.15;175.0
316;1998-10-27;0.0;1.0;30;10.0;Right;NDAYISHIMIYE;0.0;79.0;Défenseur;Youssouf;0.078333;183.0
317;1991-05-28;0.0;27.0;159;35.0;Right;LACAZETTE;5.0;73.0;Attaquant;Alexandre;0.45;175.0
318;2001-03-11;0.0;1.0;159;13.0;Right;SARR;1.0;83.0;Attaquant;Amin;0.125;188.0
319;1990-10-01;39.0;0.0;159;32.0;Left;LOPES;0.0;81.0;Gardien;Anthony;0.4;184.0
320;2002-09-02;0.0;5.0;159;26.0;Right;BARCOLA;8.0;70.0;Attaquant;Bradley;0.0325;186.0
321;1989-03-09;0.0;0.0;159;0.0;Left;CAMILO;0.0;82.0;Milieu;CAMIL;0.067;187.0
322;2000-10-06;0.0;0.0;159;0.0;Left;OZKACAR;0.0;90.0;Défenseur;Cenk;0.049;190.0
323;1994-08-03;0.0;1.0;159;30.0;Right;TOLISSO;2.0;81.0;Milieu;Corentin;0.4;181.0
324;1988-05-17;0.0;0.0;159;7.0;Right;DA SILVA;0.0;83.0;Défenseur;Damien;0.089167;184.0
325;1989-07-05;0.0;1.0;159;17.0;Right;LOVREN;0.0;84.0;Défenseur;Dejan;0.4;188.0
326;2003-04-02;0.0;0.0;159;0.0;Right;DA SILVA;0.0;66.0;Milieu;Florent;0.005;178.0
327;2002-02-05;0.0;0.0;159;0.0;Left;KEITA;0.0;72.0;Attaquant;Habib;0.027;182.0
328;1994-04-25;0.0;0.0;159;7.0;Left;SILVA;1.0;72.0;Défenseur;Henrique;0.027;173.0
329;1998-06-30;0.0;1.0;159;16.0;Right;AOUAR;1.0;70.0;Milieu;Houssem;0.31;175.0
330;1999-12-30;0.0;1.0;159;9.0;Right;JEFFINHO;0.0;63.0;Attaquant;JEFFINH;0.1;176.0
331;1988-09-03;0.0;0.0;159;8.0;Right;BOATENG;0.0;94.0;Défenseur;Jerome;0.4;190.0
332;2002-10-22;0.0;1.0;159;31.0;Right;LEPENANT;0.0;71.0;Milieu;Johann;0.06;176.0
333;2002-12-17;0.0;2.0;159;34.0;Left;LUKEBA;0.0;73.0;Défenseur;Castello;0.008333;184.0
334;2002-12-17;0.0;0.0;159;0.0;Left;BENGUI;0.0;73.0;Gardien;Justin;0.003;184.0
335;2001-07-22;0.0;0.0;159;0.0;Left;BONNEVIE;0.0;76.0;Gardien;Kayne;0.0075;191.0
336;2003-05-19;0.0;0.0;159;21.0;Right;GUSTO;1.0;70.0;Défenseur;Malo;0.033333;179.0
337;2005-08-29;0.0;0.0;159;1.0;Right;SARR;0.0;77.0;Défenseur;Mamadou;0.021;188.0
338;2003-08-17;0.0;4.0;159;34.0;Left;CHERKI;6.0;71.0;Attaquant;Rayan;0.21;177.0
339;2000-02-15;0.0;4.0;159;36.0;Right;CAQUERET;7.0;63.0;Milieu;Maxence;0.28;174.0
340;2000-02-15;0.0;0.0;159;1.0;Right;EL-AROUCH;0.0;63.0;Milieu;Mohamed;0.0125;174.0
341;1987-07-16;0.0;3.0;159;23.0;Left;DEMBELE;0.0;85.0;Attaquant;Moussa;0.26;185.0
342;1992-08-31;0.0;1.0;159;34.0;Left;TAGLIAFICO;3.0;65.0;Défenseur;Nicolás;0.379167;172.0
343;1987-08-06;8.0;0.0;159;7.0;Right;RIOU;0.0;81.0;Gardien;Rémy;0.035;189.0
344;2005-03-26;0.0;0.0;159;20.0;Right;KUMBEDI;2.0;63.0;Défenseur;Saël;0.005;175.0
345;2005-03-26;0.0;0.0;159;0.0;Right;BOSSIWA-BESSOLO;0.0;63.0;Milieu;Samuel;0.04;175.0
346;2001-04-09;0.0;0.0;159;24.0;Right;DIOMANDE;0.0;74.0;Défenseur;Sinaly;0.050833;184.0
347;1992-03-15;0.0;1.0;159;31.0;Right;MENDES;1.0;75.0;Défenseur;Thiago;0.3;177.0
348;1988-12-19;0.0;14.0;1;35.0;Right;SANCHEZ;1.0;62.0;Attaquant;Alexis;0.5;169.0
349;1997-06-18;0.0;0.0;1;10.0;Right;HARIT;0.0;67.0;Milieu;Amine;0.258333;180.0
350;2000-04-19;0.0;1.0;1;22.0;Right;OUNAHI;0.0;62.0;Milieu;Azzedine;0.345833;182.0
351;2003-02-19;0.0;0.0;1;0.0;Right;ELMAZ;0.0;67.0;Milieu;Bartug;0.0075;179.0
352;2003-11-28;0.0;0.0;1;0.0;Left;NADIR;0.0;62.0;Milieu;Bilal;0.011;179.0
353;1997-07-14;0.0;5.0;1;37.0;Left;ÜNDER;4.0;66.0;Attaquant;Cengiz;0.33;173.0
354;1994-08-08;0.0;5.0;1;36.0;Right;MBEMBA;0.0;81.0;Défenseur;Chancel;0.32;182.0
355;1987-03-29;0.0;4.0;1;24.0;Right;PAYET;3.0;77.0;Milieu;Dimitri;0.5;175.0
356;1994-04-12;0.0;0.0;1;17.0;Right;BAILLY;0.0;77.0;Défenseur;Eric;0.45;187.0
357;2004-06-16;0.0;0.0;1;1.0;Right;MUGHE;0.0;73.0;Attaquant;François;0.046;173.0
358;2001-05-12;0.0;1.0;1;22.0;Right;KABORÉ;0.0;72.0;Défenseur;Issa;0.055;180.0
359;1992-09-25;0.0;2.0;1;34.0;Right;CLAUSS;11.0;69.0;Défenseur;Jonathan;0.275;178.0
360;1994-03-09;0.0;0.0;1;0.0;Left;AMAVI;0.0;70.0;Défenseur;Jordan;0.125;176.0
361;1993-03-01;0.0;4.0;1;38.0;Right;VERETOUT;3.0;67.0;Milieu;Jordan;0.55;177.0
362;2003-02-02;0.0;0.0;1;0.0;Right;RAHOU;0.0;69.0;Milieu;Jores;0.003;176.0
363;2001-07-16;0.0;0.0;1;0.0;Right;DE LA FUENTE;0.0;63.0;Attaquant;Konrad;0.054;170.0
364;1999-01-26;0.0;0.0;1;35.0;Right;BALERDI;1.0;85.0;Défenseur;Leonardo;0.0825;187.0
365;1999-04-14;0.0;2.0;1;33.0;Right;GUENDOUZI;5.0;68.0;Milieu;Matteo;0.32;185.0
366;2000-10-09;0.0;0.0;1;0.0;Left;AHMED;0.0;69.0;Milieu;Nassim;0.007;174.0
367;2000-01-26;0.0;6.0;1;31.0;Left;TAVARES;0.0;75.0;Défenseur;Nuno;0.139167;183.0
368;1999-01-24;0.0;1.0;1;14.0;Left;GUEYE;1.0;79.0;Milieu;Pape;0.125;189.0
369;1994-12-13;34.0;0.0;1;33.0;Left;LOPEZ;2.0;77.0;Gardien;Pau;0.320833;189.0
370;2000-03-30;0.0;0.0;1;0.0;Right;RUIZ DELGADO;0.0;89.0;Attaquant;Pedro;0.321;198.0
371;1997-08-13;0.0;0.0;1;0.0;Right;LIROLA;0.0;70.0;Défenseur;Pol;0.321;183.0
372;1995-07-25;6.0;0.0;1;6.0;Right;BLANCO;0.0;70.0;Gardien;Ruben;0.195;188.0
373;1993-05-04;0.0;1.0;1;20.0;Left;MALINOVSKYI;1.0;79.0;Milieu;Ruslan;0.35;181.0
374;1993-10-12;0.0;2.0;1;26.0;Right;GIGOT;2.0;83.0;Défenseur;Samuel;0.189167;187.0
375;1993-06-20;0.0;4.0;1;33.0;Left;KOLASINAC;1.0;85.0;Défenseur;Sead;0.215;183.0
376;2003-04-12;0.0;0.0;1;0.0;Right;NGAPANDOUENTNBU;0.0;74.0;Gardien;Simon;0.006667;186.0
377;1994-12-07;0.0;1.0;1;36.0;Right;RONGIER;2.0;67.0;Milieu;Valentin;0.33;172.0
378;2000-02-13;0.0;2.0;13;36.0;Right;VITINHA;3.0;64.0;Milieu;VITINH;0.25;172.0
379;1996-05-04;0.0;0.0;13;0.0;Left;DIALLO;0.0;79.0;Défenseur;Abdou;0.347;187.0
380;1998-11-04;0.0;5.0;13;28.0;Right;HAKIMI;2.0;73.0;Défenseur;Achraf;1.2125;181.0
381;1990-12-11;0.0;0.0;13;1.0;Right;LETELLIER;0.0;93.0;Gardien;Alexandre;0.05;193.0
382;1989-08-14;0.0;0.0;13;0.0;Right;HERRERA;0.0;71.0;Milieu;Ander;0.25;182.0
383;1997-01-02;0.0;3.0;13;26.0;Right;SOLER;1.0;76.0;Milieu;Carlos;0.5;180.0
384;1991-09-09;0.0;2.0;13;33.0;Right;PEREIRA;0.0;83.0;Milieu;Danilo;0.266667;188.0
385;2005-05-16;0.0;0.0;13;13.0;Left;BITSHIABU;0.0;96.0;Défenseur;El Chadaille;0.044167;196.0
386;1996-04-03;0.0;3.0;13;27.0;Left;RUIZ;2.0;70.0;Milieu;Fabian;0.758;189.0
387;1990-11-11;0.0;0.0;13;0.0;Right;WIJNALDUM;0.0;74.0;Milieu;Georginio;0.417;175.0
388;1999-02-25;40.0;0.0;13;38.0;Right;DONNARUMMA;0.0;90.0;Gardien;Gianluigi;1.060833;196.0
389;2002-06-20;0.0;3.0;13;25.0;Right;EKITIKE;4.0;70.0;Attaquant;Hugo;0.4;189.0
390;2002-06-20;0.0;0.0;13;0.0;Right;LAMY;0.0;70.0;Défenseur;Hugo;0.583;189.0
391;2004-04-10;0.0;0.0;13;6.0;Right;GHARBI;0.0;58.0;Milieu;Ismaël;0.0125;167.0
392;1993-03-01;0.0;1.0;13;28.0;Left;BERNAT;3.0;67.0;Défenseur;Juan;0.73;170.0
393;1993-09-20;0.0;0.0;13;0.0;Right;DRAXLER;0.0;77.0;Milieu;Julian;0.36;185.0
394;1986-12-15;0.0;0.0;13;0.0;Right;NAVAS;0.0;80.0;Gardien;Keylor;1.363333;185.0
395;1998-12-20;0.0;29.0;13;34.0;Right;MBAPPE;6.0;75.0;Attaquant;Kylian;6.0;182.0
396;1992-09-04;0.0;0.0;13;0.0;Left;KURZAWA;0.0;74.0;Défenseur;Layvin;0.5;182.0
397;1994-06-29;0.0;0.0;13;3.0;Right;PAREDES;1.0;75.0;Milieu;Leandro;0.583;180.0
398;1987-06-24;0.0;16.0;13;32.0;Left;MESSI;16.0;67.0;Attaquant;Lionel;5.303333;169.0
399;1994-05-14;0.0;2.0;13;33.0;Right;MARQUINHOS;0.0;75.0;Défenseur;MARQUINHO;1.2;183.0
400;1992-11-05;0.0;0.0;13;29.0;Right;VERRATTI;1.0;60.0;Milieu;Marco;1.2;165.0
401;1993-02-19;0.0;0.0;13;0.0;Right;ICARDI;0.0;79.0;Attaquant;Mauro;0.909167;181.0
402;1997-11-01;0.0;0.0;13;19.0;Right;MUKIELE;4.0;84.0;Défenseur;Nordi;0.7;187.0
403;2002-06-19;0.0;1.0;13;23.0;Left;MENDES;5.0;70.0;Défenseur;Nuno;0.12;176.0
404;1995-08-13;0.0;0.0;13;11.0;Left;KIMPEMBE;0.0;80.0;Défenseur;Presnel;0.64;189.0
405;1997-08-18;0.0;2.0;13;23.0;Right;SANCHES;0.0;70.0;Milieu;Renato;0.54;176.0
406;1997-08-18;0.0;0.0;13;0.0;Right;NOIREAU-DAURIAT;0.0;70.0;Attaquant;Samuel;0.417;176.0
407;1986-03-30;0.0;2.0;13;33.0;Right;RAMOS;1.0;82.0;Défenseur;Sergio;0.908333;184.0
408;1993-09-01;0.0;0.0;13;0.0;Right;RICO;0.0;90.0;Gardien;Sergio;0.170833;196.0
409;2002-09-09;0.0;0.0;13;5.0;Right;PEMBELE;1.0;76.0;Défenseur;Timothée;0.026667;182.0
410;2002-09-09;0.0;0.0;13;0.0;Right;MUNTU-WA-MUNGU;0.0;80.0;Défenseur;Vimoj;0.025;183.0
411;2006-03-08;0.0;2.0;13;26.0;Right;ZAÏRE-EMERY;0.0;68.0;Milieu;Warren;0.020833;178.0
412;1996-07-12;0.0;0.0;6;8.0;Left;BUKSA;0.0;88.0;Attaquant;Adam;0.085;193.0
413;2001-08-29;0.0;0.0;6;0.0;Right;OUDJANI;0.0;75.0;Attaquant;Adam;0.004167;185.0
414;2000-02-01;0.0;0.0;6;0.0;Left;LOUVEAU;0.0;86.0;Défenseur;Adrien;0.0025;189.0
415;1998-06-06;0.0;5.0;6;22.0;Right;CLAUDE-MAURICE;3.0;64.0;Attaquant;Alexis;0.1;175.0
416;1996-08-20;0.0;1.0;6;17.0;Right;FULGINI;1.0;77.0;Milieu;Angelo;0.151667;182.0
417;1994-04-25;28.0;0.0;6;37.0;Left;SAMBA;0.0;90.0;Gardien;Brice;0.1;187.0
418;2001-01-05;0.0;1.0;6;31.0;Left;PEREIRA DA COSTA;3.0;64.0;Milieu;David;0.0025;168.0
419;1993-09-02;0.0;4.0;6;33.0;Left;MACHADO;2.0;75.0;Défenseur;Deiver;0.028333;180.0
420;1999-05-28;0.0;2.0;6;32.0;Left;MEDINA;3.0;77.0;Défenseur;Facundo;0.01;184.0
421;1990-10-25;0.0;7.0;6;38.0;Right;SOTOCA;9.0;77.0;Attaquant;Florian;0.02;187.0
422;2000-02-16;0.0;21.0;6;38.0;Right;OPENDA;4.0;79.0;Attaquant;Loïs;0.07;177.0
423;2000-08-14;0.0;0.0;6;9.0;Left;BOURA;0.0;68.0;Défenseur;Ismaël;0.001667;173.0
424;2000-01-08;0.0;0.0;6;21.0;Right;ONANA;0.0;85.0;Milieu;Jean;0.035;189.0
425;1985-09-21;1.0;0.0;6;1.0;Right;LECA;0.0;75.0;Gardien;Jean-Louis;0.028333;180.0
426;1994-04-18;0.0;0.0;6;11.0;Right;CABOT;1.0;64.0;Défenseur;Jimmy;0.06;164.0
427;1992-11-24;0.0;1.0;6;33.0;Right;GRADIT;2.0;75.0;Défenseur;Jonathan;0.014167;180.0
428;1997-08-03;0.0;0.0;6;8.0;Right;LE CARDINAL;0.0;74.0;Défenseur;Julien;0.04;184.0
429;1998-09-19;0.0;1.0;6;37.0;Right;DANSO;1.0;85.0;Défenseur;Kevin;0.003333;190.0
430;2000-03-13;0.0;0.0;6;10.0;Right;POREBA;1.0;70.0;Milieu;Lukasz;0.0075;180.0
431;2001-02-07;0.0;0.0;6;0.0;Right;CAMARA;0.0;71.0;Milieu;Mamadou;0.001667;186.0
432;1992-12-02;0.0;0.0;6;36.0;Left;HAIDARA;1.0;76.0;Défenseur;Massadio;0.02;179.0
433;1998-03-10;0.0;0.0;6;0.0;Right;GUILAVOGUI;0.0;82.0;Attaquant;Morgan;0.071;189.0
434;1995-04-12;0.0;5.0;6;37.0;Right;FRANKOWSKI;3.0;70.0;Milieu;Przemyslaw;0.024167;175.0
435;2000-03-26;0.0;1.0;6;33.0;Right;ABDUL SAMED;1.0;69.0;Milieu;Salis;0.0225;179.0
436;1995-05-07;0.0;7.0;6;35.0;Right;FOFANA;5.0;74.0;Milieu;Seko;0.15;185.0
437;1992-04-17;0.0;0.0;6;1.0;Right;FORTES;0.0;85.0;Défenseur;Steven;0.025833;192.0
438;1995-04-19;0.0;5.0;6;21.0;Right;SAID;0.0;72.0;Attaquant;Wesley;0.035833;171.0
439;1998-02-15;0.0;0.0;6;0.0;Right;FARINEZ;0.0;77.0;Gardien;Wuilker;0.039167;180.0
440;2001-05-01;0.0;0.0;6;0.0;Left;PANDOR;0.0;79.0;Gardien;Yannick;0.005;192.0
441;2001-05-01;0.0;0.0;6;0.0;Right;FOFANA;0.0;79.0;Milieu;Yaya;0.005;192.0
442;1996-02-15;0.0;0.0;41;0.0;Right;OLLIERO;0.0;85.0;Gardien;Alexandre;0.027;193.0
443;2000-01-18;0.0;4.0;41;33.0;Right;FLIPS;6.0;65.0;Milieu;Alexis;0.016667;173.0
444;1996-08-29;0.0;0.0;41;0.0;Right;DONIS;0.0;77.0;Attaquant;Anastasios;0.011;178.0
445;1998-02-08;0.0;0.0;41;13.0;Right;GRAVILLON;0.0;80.0;Défenseur;Andreaw;0.0075;185.0
446;1995-02-25;0.0;0.0;41;23.0;Right;ZENELI;2.0;72.0;Milieu;Arber;0.06;176.0
447;1998-04-28;0.0;0.0;41;30.0;Right;MATUSIWA;0.0;72.0;Milieu;Azor;0.06;173.0
448;1999-09-29;0.0;0.0;41;0.0;Right;MARESIC;0.0;74.0;Défenseur;Dario;0.043;183.0
449;2002-02-02;0.0;0.0;41;29.0;Right;LOPY;1.0;79.0;Milieu;Dion;0.008333;186.0
450;1997-06-17;0.0;0.0;41;29.0;Right;AGBADOU;2.0;86.0;Défenseur;Emmanuel;0.05;192.0
451;2000-06-20;0.0;0.0;41;0.0;Right;DUPARCHY;0.0;78.0;Gardien;Florent;0.003333;187.0
452;2001-07-03;0.0;21.0;41;37.0;Right;BALOGUN;2.0;66.0;Attaquant;Folarin;0.15;178.0
453;1999-09-13;0.0;0.0;41;0.0;Right;HORNBY;0.0;85.0;Attaquant;Fraser;0.035;195.0
454;2003-10-31;0.0;0.0;41;3.0;Right;DIAKITE;0.0;75.0;Défenseur;Ibrahim;0.013;178.0
455;1999-08-10;0.0;3.0;41;31.0;Right;CAJUSTE;1.0;77.0;Milieu;Jens;0.06;188.0
456;1993-03-09;0.0;6.0;41;35.0;Right;ITO;5.0;66.0;Attaquant;Junya;0.1;176.0
457;1998-04-27;0.0;0.0;41;14.0;Right;SIERHUIS;0.0;83.0;Attaquant;Kaj;0.031667;180.0
458;2003-02-18;0.0;2.0;41;26.0;Right;DOUMBIA;2.0;53.0;Milieu;Kamory;0.003333;170.0
459;1996-06-22;0.0;7.0;41;34.0;Right;MUNETSI;2.0;83.0;Milieu;Marshall;0.06;188.0
460;1999-10-14;0.0;0.0;41;21.0;Right;BUSI;1.0;78.0;Défenseur;Maxime;0.090833;182.0
461;1999-08-27;0.0;0.0;41;28.0;Right;VAN BERGEN;1.0;62.0;Attaquant;Mitchell;0.029167;170.0
462;1999-02-14;0.0;1.0;41;9.0;Right;MAOLIDA;0.0;78.0;Milieu;Myziane;0.0125;181.0
463;1981-02-28;0.0;0.0;41;0.0;Left;PENNETEAU;0.0;78.0;Gardien;Nicolas;0.016667;185.0
